Country,First Opening,country_code,outlets_per_mil,num_outlets,lat,long
Philippines,9/27/1981,PHL,6.155,655,16.86,120.78
Philippines,9/27/1981,PHL,6.155,655,8.37,124.86
Philippines,9/27/1981,PHL,6.155,655,12.52,121.44
Philippines,9/27/1981,PHL,6.155,655,8.4,124.29
Philippines,9/27/1981,PHL,6.155,655,8.53,123.1
Philippines,9/27/1981,PHL,6.155,655,16.02,120.45
Philippines,9/27/1981,PHL,6.155,655,14.27,120.74
Philippines,9/27/1981,PHL,6.155,655,7.5,126
Philippines,9/27/1981,PHL,6.155,655,7.76,125.01
Philippines,9/27/1981,PHL,6.155,655,7.92,123.77
Philippines,9/27/1981,PHL,6.155,655,8,124.29
Philippines,9/27/1981,PHL,6.155,655,7.58,123.17
Philippines,9/27/1981,PHL,6.155,655,15.8,121.48
Philippines,9/27/1981,PHL,6.155,655,14.76,120.95
Philippines,9/27/1981,PHL,6.155,655,14.44,120.49
Philippines,9/27/1981,PHL,6.155,655,13.98,121.42
Philippines,9/27/1981,PHL,6.155,655,14.89,120.71
Philippines,9/27/1981,PHL,6.155,655,14.14,121.27
Philippines,9/27/1981,PHL,6.155,655,12.37,123.62
Philippines,9/27/1981,PHL,6.155,655,15.54,119.95
Philippines,9/27/1981,PHL,6.155,655,13.96,121.12
Philippines,9/27/1981,PHL,6.155,655,7.09,124.9
Philippines,9/27/1981,PHL,6.155,655,6.68,125.26
Philippines,9/27/1981,PHL,6.155,655,6.96,126.22
Philippines,9/27/1981,PHL,6.155,655,12.58,124.08
Philippines,9/27/1981,PHL,6.155,655,14.19,121.73
Philippines,9/27/1981,PHL,6.155,655,14.27,121.43
Philippines,9/27/1981,PHL,6.155,655,7.51,125.92
Philippines,9/27/1981,PHL,6.155,655,11.27,124.06
Philippines,9/27/1981,PHL,6.155,655,9.09,123.17
Philippines,9/27/1981,PHL,6.155,655,11.13,123.96
Philippines,9/27/1981,PHL,6.155,655,8.91,125.02
Philippines,9/27/1981,PHL,6.155,655,14.13,120.91
Philippines,9/27/1981,PHL,6.155,655,14.11,123.01
Philippines,9/27/1981,PHL,6.155,655,6.96,122.15
Philippines,9/27/1981,PHL,6.155,655,15.07,120.72
Philippines,9/27/1981,PHL,6.155,655,14.73,120.91
Philippines,9/27/1981,PHL,6.155,655,10.65,122.24
Philippines,9/27/1981,PHL,6.155,655,7.19,124.53
Philippines,9/27/1981,PHL,6.155,655,13.6,123.18
Philippines,9/27/1981,PHL,6.155,655,14.97,120.69
Philippines,9/27/1981,PHL,6.155,655,16.9,121.76
Philippines,9/27/1981,PHL,6.155,655,10.7,123.37
Philippines,9/27/1981,PHL,6.155,655,10.25,123.78
Philippines,9/27/1981,PHL,6.155,655,10.52,123.11
Philippines,9/27/1981,PHL,6.155,655,10.31,122.91
Philippines,9/27/1981,PHL,6.155,655,9.94,123.4
Philippines,9/27/1981,PHL,6.155,655,8.09,123.49
Philippines,9/27/1981,PHL,6.155,655,8.54,124.57
Philippines,9/27/1981,PHL,6.155,655,7.82,126.05
Philippines,9/27/1981,PHL,6.155,655,14.74,121.12
Philippines,9/27/1981,PHL,6.155,655,7.69,125.99
Philippines,9/27/1981,PHL,6.155,655,14.68,120.27
Philippines,9/27/1981,PHL,6.155,655,14.51,121.24
Philippines,9/27/1981,PHL,6.155,655,13.52,122.4
Philippines,9/27/1981,PHL,6.155,655,15.72,120.9
Philippines,9/27/1981,PHL,6.155,655,10.61,123.04
Philippines,9/27/1981,PHL,6.155,655,13.4,123.38
Philippines,9/27/1981,PHL,6.155,655,9.66,122.46
Philippines,9/27/1981,PHL,6.155,655,7.61,125.97
Philippines,9/27/1981,PHL,6.155,655,13.6,123.2
Philippines,9/27/1981,PHL,6.155,655,10.21,123.76
Philippines,9/27/1981,PHL,6.155,655,7.77,122.75
Philippines,9/27/1981,PHL,6.155,655,14.14,121.42
Philippines,9/27/1981,PHL,6.155,655,15.98,120.33
Philippines,9/27/1981,PHL,6.155,655,17.03,121.84
Philippines,9/27/1981,PHL,6.155,655,16.53,120.4
Philippines,9/27/1981,PHL,6.155,655,14.32,120.77
Philippines,9/27/1981,PHL,6.155,655,9.75,123.07
Philippines,9/27/1981,PHL,6.155,655,10.55,123.97
Philippines,9/27/1981,PHL,6.155,655,9.4,122.82
Philippines,9/27/1981,PHL,6.155,655,9.29,118.42
Philippines,9/27/1981,PHL,6.155,655,8.97,125.29
Philippines,9/27/1981,PHL,6.155,655,14.07,120.63
Philippines,9/27/1981,PHL,6.155,655,17.68,121.71
Philippines,9/27/1981,PHL,6.155,655,11.56,124.4
Philippines,9/27/1981,PHL,6.155,655,7.59,125.83
Philippines,9/27/1981,PHL,6.155,655,7.53,125.62
Philippines,9/27/1981,PHL,6.155,655,16.12,120.39
Philippines,9/27/1981,PHL,6.155,655,15.33,120.95
Philippines,9/27/1981,PHL,6.155,655,16.03,120.43
Philippines,9/27/1981,PHL,6.155,655,6.52,124.66
Philippines,9/27/1981,PHL,6.155,655,14.91,121.05
Philippines,9/27/1981,PHL,6.155,655,14.43,120.88
Philippines,9/27/1981,PHL,6.155,655,15.35,120.46
Philippines,9/27/1981,PHL,6.155,655,14.71,120.94
Philippines,9/27/1981,PHL,6.155,655,10.06,123.62
Philippines,9/27/1981,PHL,6.155,655,8.53,123.32
Philippines,9/27/1981,PHL,6.155,655,14.82,120.28
Philippines,9/27/1981,PHL,6.155,655,7.31,122.85
Philippines,9/27/1981,PHL,6.155,655,14.8,120.54
Philippines,9/27/1981,PHL,6.155,655,12.13,125.44
Philippines,9/27/1981,PHL,6.155,655,14.62,120.58
Philippines,9/27/1981,PHL,6.155,655,11.01,124.61
Philippines,9/27/1981,PHL,6.155,655,9.94,122.83
Philippines,9/27/1981,PHL,6.155,655,8.49,123.81
Philippines,9/27/1981,PHL,6.155,655,10.69,122.47
Philippines,9/27/1981,PHL,6.155,655,8.15,123.84
Philippines,9/27/1981,PHL,6.155,655,10.47,122.83
Philippines,9/27/1981,PHL,6.155,655,6.64,125.35
Philippines,9/27/1981,PHL,6.155,655,14.36,121.48
Philippines,9/27/1981,PHL,6.155,655,13.09,120.78
Philippines,9/27/1981,PHL,6.155,655,7.84,123.5
Philippines,9/27/1981,PHL,6.155,655,13.98,121.69
Philippines,9/27/1981,PHL,6.155,655,13.22,122.54
Philippines,9/27/1981,PHL,6.155,655,14.38,121.48
Philippines,9/27/1981,PHL,6.155,655,10.53,123.4
Philippines,9/27/1981,PHL,6.155,655,14.28,120.81
Philippines,9/27/1981,PHL,6.155,655,12.55,125.12
Philippines,9/27/1981,PHL,6.155,655,15.54,121.09
Philippines,9/27/1981,PHL,6.155,655,11.16,124.99
Philippines,9/27/1981,PHL,6.155,655,11.05,124.39
Philippines,9/27/1981,PHL,6.155,655,12.56,124.93
Philippines,9/27/1981,PHL,6.155,655,9.47,123.12
Philippines,9/27/1981,PHL,6.155,655,7.31,125.68
Philippines,9/27/1981,PHL,6.155,655,9.25,118.41
Philippines,9/27/1981,PHL,6.155,655,15.18,120.65
Philippines,9/27/1981,PHL,6.155,655,14.87,120.96
Philippines,9/27/1981,PHL,6.155,655,7.85,124.81
Philippines,9/27/1981,PHL,6.155,655,14.4,121.47
Philippines,9/27/1981,PHL,6.155,655,9.58,123.75
Philippines,9/27/1981,PHL,6.155,655,5.08,119.97
Philippines,9/27/1981,PHL,6.155,655,8.8,117.86
Philippines,9/27/1981,PHL,6.155,655,15.67,120.58
Philippines,9/27/1981,PHL,6.155,655,9.1,118.09
Philippines,9/27/1981,PHL,6.155,655,13.2,123.33
Philippines,9/27/1981,PHL,6.155,655,14.95,120.96
Philippines,9/27/1981,PHL,6.155,655,14.83,120.79
Philippines,9/27/1981,PHL,6.155,655,15.35,121.05
Philippines,9/27/1981,PHL,6.155,655,14.28,122.78
Philippines,9/27/1981,PHL,6.155,655,14.32,120.86
Philippines,9/27/1981,PHL,6.155,655,10.88,123.37
Philippines,9/27/1981,PHL,6.155,655,7.37,124.27
Philippines,9/27/1981,PHL,6.155,655,5.91,120.91
Philippines,9/27/1981,PHL,6.155,655,16.57,120.32
Philippines,9/27/1981,PHL,6.155,655,13.51,123.04
Philippines,9/27/1981,PHL,6.155,655,17.38,121.13
Philippines,9/27/1981,PHL,6.155,655,14.21,120.92
Philippines,9/27/1981,PHL,6.155,655,14.34,120.88
Philippines,9/27/1981,PHL,6.155,655,11.11,122.64
Philippines,9/27/1981,PHL,6.155,655,8.55,125.94
Philippines,9/27/1981,PHL,6.155,655,14.78,122.18
Philippines,9/27/1981,PHL,6.155,655,10.18,122.95
Philippines,9/27/1981,PHL,6.155,655,16.5,120.33
Philippines,9/27/1981,PHL,6.155,655,15.35,121
Philippines,9/27/1981,PHL,6.155,655,10.12,123.68
Philippines,9/27/1981,PHL,6.155,655,7.27,124.43
Philippines,9/27/1981,PHL,6.155,655,7.05,124.67
Philippines,9/27/1981,PHL,6.155,655,14.23,121.36
Philippines,9/27/1981,PHL,6.155,655,11.48,123
Philippines,9/27/1981,PHL,6.155,655,14.66,120.57
Philippines,9/27/1981,PHL,6.155,655,12.93,123.68
Philippines,9/27/1981,PHL,6.155,655,13.56,123.28
Philippines,9/27/1981,PHL,6.155,655,14.48,121.31
Philippines,9/27/1981,PHL,6.155,655,13.04,121.49
Philippines,9/27/1981,PHL,6.155,655,10.27,123.59
Philippines,9/27/1981,PHL,6.155,655,15.05,120.52
Philippines,9/27/1981,PHL,6.155,655,13.03,123.45
Philippines,9/27/1981,PHL,6.155,655,13.78,122.09
Philippines,9/27/1981,PHL,6.155,655,9.65,125.6
Philippines,9/27/1981,PHL,6.155,655,14.89,120.86
Philippines,9/27/1981,PHL,6.155,655,13.29,123.49
Philippines,9/27/1981,PHL,6.155,655,6.22,125.06
Philippines,9/27/1981,PHL,6.155,655,6.29,124.97
Philippines,9/27/1981,PHL,6.155,655,8.46,123.03
Philippines,9/27/1981,PHL,6.155,655,10.37,122.87
Philippines,9/27/1981,PHL,6.155,655,15.07,120.54
Philippines,9/27/1981,PHL,6.155,655,10.94,122.64
Philippines,9/27/1981,PHL,6.155,655,16.13,120.57
Philippines,9/27/1981,PHL,6.155,655,7.16,125.05
Philippines,9/27/1981,PHL,6.155,655,15.89,120.57
Philippines,9/27/1981,PHL,6.155,655,9.74,118.74
Philippines,9/27/1981,PHL,6.155,655,14.91,120.85
Philippines,9/27/1981,PHL,6.155,655,15.25,120.93
Philippines,9/27/1981,PHL,6.155,655,8.93,118.02
Philippines,9/27/1981,PHL,6.155,655,15.01,120.54
Philippines,9/27/1981,PHL,6.155,655,10.53,122.81
Philippines,9/27/1981,PHL,6.155,655,9.07,117.65
Philippines,9/27/1981,PHL,6.155,655,15.62,120.65
Philippines,9/27/1981,PHL,6.155,655,10.43,123.28
Philippines,9/27/1981,PHL,6.155,655,15.55,120.82
Philippines,9/27/1981,PHL,6.155,655,14.01,122.18
Philippines,9/27/1981,PHL,6.155,655,9.24,118.03
Philippines,9/27/1981,PHL,6.155,655,17.31,121.61
Philippines,9/27/1981,PHL,6.155,655,13.86,121.22
Philippines,9/27/1981,PHL,6.155,655,14.43,121.34
Philippines,9/27/1981,PHL,6.155,655,13.82,122.79
Philippines,9/27/1981,PHL,6.155,655,15.44,120.88
Philippines,9/27/1981,PHL,6.155,655,16.78,121.53
Philippines,9/27/1981,PHL,6.155,655,15.66,120.64
Philippines,9/27/1981,PHL,6.155,655,14.66,121.6
Philippines,9/27/1981,PHL,6.155,655,6.95,121.96
Philippines,9/27/1981,PHL,6.155,655,16.87,120.39
Philippines,9/27/1981,PHL,6.155,655,8.52,117.44
Philippines,9/27/1981,PHL,6.155,655,15.71,121.1
Philippines,9/27/1981,PHL,6.155,655,12.98,123.91
Philippines,9/27/1981,PHL,6.155,655,6.83,124.15
Philippines,9/27/1981,PHL,6.155,655,12.58,122.27
Philippines,9/27/1981,PHL,6.155,655,15.89,120.63
Philippines,9/27/1981,PHL,6.155,655,16.23,120.49
Philippines,9/27/1981,PHL,6.155,655,8.35,126.02
Philippines,9/27/1981,PHL,6.155,655,16.1,120.57
Philippines,9/27/1981,PHL,6.155,655,11.6,122.75
Philippines,9/27/1981,PHL,6.155,655,12.59,121.52
Philippines,9/27/1981,PHL,6.155,655,10.33,119.35
Philippines,9/27/1981,PHL,6.155,655,17.12,121.62
Philippines,9/27/1981,PHL,6.155,655,12.84,120.77
Philippines,9/27/1981,PHL,6.155,655,10.38,123.06
Philippines,9/27/1981,PHL,6.155,655,10.93,123.42
Philippines,9/27/1981,PHL,6.155,655,13.15,123.73
Philippines,9/27/1981,PHL,6.155,655,16.52,121.61
Philippines,9/27/1981,PHL,6.155,655,7.69,125.14
Philippines,9/27/1981,PHL,6.155,655,16.87,121.62
Philippines,9/27/1981,PHL,6.155,655,8.11,122.78
Philippines,9/27/1981,PHL,6.155,655,14.77,120.54
Philippines,9/27/1981,PHL,6.155,655,7.07,125.71
Philippines,9/27/1981,PHL,6.155,655,14.16,121.64
Philippines,9/27/1981,PHL,6.155,655,14.56,121.35
Philippines,9/27/1981,PHL,6.155,655,7.6,125.65
Philippines,9/27/1981,PHL,6.155,655,14.94,120.15
Philippines,9/27/1981,PHL,6.155,655,15.31,120.86
Philippines,9/27/1981,PHL,6.155,655,8.69,124.74
Philippines,9/27/1981,PHL,6.155,655,15.03,120.58
Philippines,9/27/1981,PHL,6.155,655,10.55,123.38
Philippines,9/27/1981,PHL,6.155,655,15.98,120.37
Philippines,9/27/1981,PHL,6.155,655,10.42,122.85
Philippines,9/27/1981,PHL,6.155,655,15.06,120.07
Philippines,9/27/1981,PHL,6.155,655,10.16,123.71
Philippines,9/27/1981,PHL,6.155,655,15.03,120.69
Philippines,9/27/1981,PHL,6.155,655,16.61,120.32
Philippines,9/27/1981,PHL,6.155,655,8.54,125.95
Philippines,9/27/1981,PHL,6.155,655,15.36,120.84
Philippines,9/27/1981,PHL,6.155,655,10.65,124.38
Philippines,9/27/1981,PHL,6.155,655,15.15,120.67
Philippines,9/27/1981,PHL,6.155,655,15.08,120.94
Philippines,9/27/1981,PHL,6.155,655,15.31,120.91
Philippines,9/27/1981,PHL,6.155,655,16.07,120.44
Philippines,9/27/1981,PHL,6.155,655,12.57,123.73
Philippines,9/27/1981,PHL,6.155,655,15.79,120.99
Philippines,9/27/1981,PHL,6.155,655,9.76,125.67
Philippines,9/27/1981,PHL,6.155,655,10.76,121.94
Philippines,9/27/1981,PHL,6.155,655,12.46,121.05
Philippines,9/27/1981,PHL,6.155,655,6.12,125.07
Philippines,9/27/1981,PHL,6.155,655,13.7,123.52
Philippines,9/27/1981,PHL,6.155,655,15.03,120.78
Philippines,9/27/1981,PHL,6.155,655,13.5,123.22
Philippines,9/27/1981,PHL,6.155,655,14.81,121.05
Philippines,9/27/1981,PHL,6.155,655,13.83,121.4
Philippines,9/27/1981,PHL,6.155,655,15.36,120.96
Philippines,9/27/1981,PHL,6.155,655,15.04,120.79
Philippines,9/27/1981,PHL,6.155,655,8.49,125.73
Philippines,9/27/1981,PHL,6.155,655,17.02,121.64
Philippines,9/27/1981,PHL,6.155,655,14.97,120.16
Philippines,9/27/1981,PHL,6.155,655,16.98,122.02
Philippines,9/27/1981,PHL,6.155,655,14.71,121.13
Philippines,9/27/1981,PHL,6.155,655,16.88,121.59
Philippines,9/27/1981,PHL,6.155,655,15.42,120.6
Philippines,9/27/1981,PHL,6.155,655,15.15,120.98
Philippines,9/27/1981,PHL,6.155,655,10.78,122.47
Philippines,9/27/1981,PHL,6.155,655,13.57,122.57
Philippines,9/27/1981,PHL,6.155,655,15.02,120.08
Philippines,9/27/1981,PHL,6.155,655,18.17,120.6
Philippines,9/27/1981,PHL,6.155,655,15.58,120.68
Philippines,9/27/1981,PHL,6.155,655,14.07,121.33
Philippines,9/27/1981,PHL,6.155,655,10.9,123.16
Philippines,9/27/1981,PHL,6.155,655,13.8,121.03
Philippines,9/27/1981,PHL,6.155,655,14.36,121.06
Philippines,9/27/1981,PHL,6.155,655,12.53,124.87
Philippines,9/27/1981,PHL,6.155,655,14.98,120.58
Philippines,9/27/1981,PHL,6.155,655,14.99,120.78
Philippines,9/27/1981,PHL,6.155,655,15.3,120.65
Philippines,9/27/1981,PHL,6.155,655,14.95,120.75
Philippines,9/27/1981,PHL,6.155,655,15.22,120.83
Philippines,9/27/1981,PHL,6.155,655,7.07,122.2
Philippines,9/27/1981,PHL,6.155,655,15.09,120.77
Philippines,9/27/1981,PHL,6.155,655,16.01,120.41
Philippines,9/27/1981,PHL,6.155,655,15.4,120.8
Philippines,9/27/1981,PHL,6.155,655,10.82,122.53
Philippines,9/27/1981,PHL,6.155,655,9.35,122.86
Philippines,9/27/1981,PHL,6.155,655,13.07,120.73
Philippines,9/27/1981,PHL,6.155,655,13.48,122.03
Philippines,9/27/1981,PHL,6.155,655,14.29,121.41
Philippines,9/27/1981,PHL,6.155,655,14.91,120.56
Philippines,9/27/1981,PHL,6.155,655,6.84,125.41
Philippines,9/27/1981,PHL,6.155,655,15.77,119.91
Philippines,9/27/1981,PHL,6.155,655,8.6,124.91
Philippines,9/27/1981,PHL,6.155,655,14.17,122.38
Philippines,9/27/1981,PHL,6.155,655,15.62,120.44
Philippines,9/27/1981,PHL,6.155,655,15.37,120.49
Philippines,9/27/1981,PHL,6.155,655,6.55,125.47
Philippines,9/27/1981,PHL,6.155,655,14.47,121.43
Philippines,9/27/1981,PHL,6.155,655,15,120.62
Philippines,9/27/1981,PHL,6.155,655,15.42,120.94
Philippines,9/27/1981,PHL,6.155,655,14.31,121.11
Philippines,9/27/1981,PHL,6.155,655,16.69,121.54
Philippines,9/27/1981,PHL,6.155,655,8.28,125.65
Philippines,9/27/1981,PHL,6.155,655,15.29,120.88
Philippines,9/27/1981,PHL,6.155,655,16.06,120.64
Philippines,9/27/1981,PHL,6.155,655,7.62,125.65
Philippines,9/27/1981,PHL,6.155,655,6.44,124.7
Philippines,9/27/1981,PHL,6.155,655,14.99,120.74
Philippines,9/27/1981,PHL,6.155,655,14.11,121.14
Philippines,9/27/1981,PHL,6.155,655,15.72,120.52
Philippines,9/27/1981,PHL,6.155,655,5.92,125.27
Philippines,9/27/1981,PHL,6.155,655,5.4,125.47
Philippines,9/27/1981,PHL,6.155,655,10.88,122.97
Philippines,9/27/1981,PHL,6.155,655,13.96,121.53
Philippines,9/27/1981,PHL,6.155,655,14.94,120.62
Philippines,9/27/1981,PHL,6.155,655,7.53,125.77
Philippines,9/27/1981,PHL,6.155,655,6.22,124.69
Philippines,9/27/1981,PHL,6.155,655,5.98,121.22
Philippines,9/27/1981,PHL,6.155,655,5.54,120.82
Philippines,9/27/1981,PHL,6.155,655,9.06,123.03
Philippines,9/27/1981,PHL,6.155,655,10.79,122.02
Philippines,9/27/1981,PHL,6.155,655,10.02,123.62
Philippines,9/27/1981,PHL,6.155,655,15.17,121.06
Philippines,9/27/1981,PHL,6.155,655,9.36,123.29
Philippines,9/27/1981,PHL,6.155,655,6.93,125.46
Philippines,9/27/1981,PHL,6.155,655,14.23,120.98
Philippines,9/27/1981,PHL,6.155,655,10.75,122.98
Philippines,9/27/1981,PHL,6.155,655,6.18,125.11
Philippines,9/27/1981,PHL,6.155,655,9.75,122.4
Philippines,9/27/1981,PHL,6.155,655,13.77,122.98
Philippines,9/27/1981,PHL,6.155,655,9.22,123.51
Philippines,9/27/1981,PHL,6.155,655,16.17,120.52
Philippines,9/27/1981,PHL,6.155,655,4.66,119.39
Philippines,9/27/1981,PHL,6.155,655,9.62,125.97
Philippines,9/27/1981,PHL,6.155,655,10.39,124.98
Philippines,9/27/1981,PHL,6.155,655,17.7,121.67
Philippines,9/27/1981,PHL,6.155,655,16.53,121.18
Philippines,9/27/1981,PHL,6.155,655,12.98,124.01
Philippines,9/27/1981,PHL,6.155,655,10.06,122.86
Philippines,9/27/1981,PHL,6.155,655,14.88,120.23
Philippines,9/27/1981,PHL,6.155,655,13.95,120.94
Philippines,9/27/1981,PHL,6.155,655,16.22,120.5
Philippines,9/27/1981,PHL,6.155,655,6.6,125.34
Philippines,9/27/1981,PHL,6.155,655,8.16,125.12
Philippines,9/27/1981,PHL,6.155,655,6.37,124.73
Philippines,9/27/1981,PHL,6.155,655,9.8,125.47
Philippines,9/27/1981,PHL,6.155,655,6.06,125.39
Philippines,9/27/1981,PHL,6.155,655,13.88,120.92
Philippines,9/27/1981,PHL,6.155,655,13.36,123.73
Philippines,9/27/1981,PHL,6.155,655,17.41,121.43
Philippines,9/27/1981,PHL,6.155,655,11.29,125.02
Philippines,9/27/1981,PHL,6.155,655,6.69,124.68
Philippines,9/27/1981,PHL,6.155,655,13.17,123.72
Philippines,9/27/1981,PHL,6.155,655,14.11,120.96
Philippines,9/27/1981,PHL,6.155,655,9.66,123.86
Philippines,9/27/1981,PHL,6.155,655,8.45,126.17
Philippines,9/27/1981,PHL,6.155,655,13.97,122.53
Philippines,9/27/1981,PHL,6.155,655,8.54,124.76
Philippines,9/27/1981,PHL,6.155,655,7.38,125.81
Philippines,9/27/1981,PHL,6.155,655,8.46,125.78
Philippines,9/27/1981,PHL,6.155,655,8.23,124.6
Philippines,9/27/1981,PHL,6.155,655,15.58,120.92
Philippines,9/27/1981,PHL,6.155,655,10.15,124.33
Philippines,9/27/1981,PHL,6.155,655,6.96,125.69
Philippines,9/27/1981,PHL,6.155,655,8.9,125.66
Philippines,9/27/1981,PHL,6.155,655,10.26,123.84
Philippines,9/27/1981,PHL,6.155,655,14.09,121.02
Philippines,9/27/1981,PHL,6.155,655,10.74,122.97
Philippines,9/27/1981,PHL,6.155,655,14.14,122.92
Philippines,9/27/1981,PHL,6.155,655,10.57,122.9
Philippines,9/27/1981,PHL,6.155,655,6.95,122.18
Philippines,9/27/1981,PHL,6.155,655,8.07,123.54
Philippines,9/27/1981,PHL,6.155,655,4.92,119.79
Philippines,9/27/1981,PHL,6.155,655,6.45,124.93
Philippines,9/27/1981,PHL,6.155,655,7.23,125.38
Philippines,9/27/1981,PHL,6.155,655,11.11,125.02
Philippines,9/27/1981,PHL,6.155,655,14.08,121.15
Philippines,9/27/1981,PHL,6.155,655,14.5,121.29
Philippines,9/27/1981,PHL,6.155,655,9.08,126.2
Philippines,9/27/1981,PHL,6.155,655,10.8,123.97
Philippines,9/27/1981,PHL,6.155,655,8.07,123.74
Philippines,9/27/1981,PHL,6.155,655,9.52,123.16
Philippines,9/27/1981,PHL,6.155,655,6.62,124.75
Philippines,9/27/1981,PHL,6.155,655,14.69,120.93
Philippines,9/27/1981,PHL,6.155,655,11.28,124.03
Philippines,9/27/1981,PHL,6.155,655,15.48,120.58
Philippines,9/27/1981,PHL,6.155,655,14.03,121.59
Philippines,9/27/1981,PHL,6.155,655,14.57,121.13
Philippines,9/27/1981,PHL,6.155,655,10.83,119.52
Philippines,9/27/1981,PHL,6.155,655,7.73,126.5
Philippines,9/27/1981,PHL,6.155,655,10.37,123.97
Philippines,9/27/1981,PHL,6.155,655,16.03,120.75
Philippines,9/27/1981,PHL,6.155,655,15.12,120.62
Philippines,9/27/1981,PHL,6.155,655,14.56,121.21
Philippines,9/27/1981,PHL,6.155,655,14.29,120.72
Philippines,9/27/1981,PHL,6.155,655,6.63,126.1
Philippines,9/27/1981,PHL,6.155,655,13.64,123.49
Philippines,9/27/1981,PHL,6.155,655,10.67,122.38
Philippines,9/27/1981,PHL,6.155,655,10.95,123.36
Philippines,9/27/1981,PHL,6.155,655,13.82,123.33
Philippines,9/27/1981,PHL,6.155,655,7.81,122.53
Philippines,9/27/1981,PHL,6.155,655,13.46,123.68
Philippines,9/27/1981,PHL,6.155,655,10.72,123.52
Philippines,9/27/1981,PHL,6.155,655,10.38,123.64
Philippines,9/27/1981,PHL,6.155,655,10.93,123.09
Philippines,9/27/1981,PHL,6.155,655,10.68,122.43
Philippines,9/27/1981,PHL,6.155,655,14.28,120.85
Philippines,9/27/1981,PHL,6.155,655,8.05,126.06
Philippines,9/27/1981,PHL,6.155,655,16.32,120.55
Philippines,9/27/1981,PHL,6.155,655,9.17,125.52
Philippines,9/27/1981,PHL,6.155,655,9.95,123.96
Philippines,9/27/1981,PHL,6.155,655,8.05,123.79
Philippines,9/27/1981,PHL,6.155,655,7.37,125.64
Philippines,9/27/1981,PHL,6.155,655,6.64,122.27
Philippines,9/27/1981,PHL,6.155,655,16.41,120.64
Philippines,9/27/1981,PHL,6.155,655,17.62,121.72
Philippines,9/27/1981,PHL,6.155,655,7.85,123.58
Philippines,9/27/1981,PHL,6.155,655,10.25,123.58
Philippines,9/27/1981,PHL,6.155,655,6.83,124.88
Philippines,9/27/1981,PHL,6.155,655,8.78,125.57
Philippines,9/27/1981,PHL,6.155,655,6.33,124.95
Philippines,9/27/1981,PHL,6.155,655,14.01,120.73
Philippines,9/27/1981,PHL,6.155,655,9.98,122.59
Philippines,9/27/1981,PHL,6.155,655,7.03,124.17
Philippines,9/27/1981,PHL,6.155,655,15.82,120.33
Philippines,9/27/1981,PHL,6.155,655,15.98,120.57
Philippines,9/27/1981,PHL,6.155,655,7.91,125.09
Philippines,9/27/1981,PHL,6.155,655,10.33,123.33
Philippines,9/27/1981,PHL,6.155,655,8.07,125.95
Philippines,9/27/1981,PHL,6.155,655,13.18,121.28
Philippines,9/27/1981,PHL,6.155,655,14.23,121.33
Philippines,9/27/1981,PHL,6.155,655,10.89,123.06
Philippines,9/27/1981,PHL,6.155,655,17.56,120.37
Philippines,9/27/1981,PHL,6.155,655,8.59,124.78
Philippines,9/27/1981,PHL,6.155,655,15.9,120.59
Philippines,9/27/1981,PHL,6.155,655,14.18,122.91
Philippines,9/27/1981,PHL,6.155,655,13.58,124.23
Philippines,9/27/1981,PHL,6.155,655,7.37,122.29
Philippines,9/27/1981,PHL,6.155,655,7.16,125.45
Philippines,9/27/1981,PHL,6.155,655,7.68,124.67
Philippines,9/27/1981,PHL,6.155,655,6.92,122.08
Philippines,9/27/1981,PHL,6.155,655,16.39,119.94
Italy,3/20/1985,ITA,10.59,640,45.35,11.78
Italy,3/20/1985,ITA,10.59,640,45.41,8.91
Italy,3/20/1985,ITA,10.59,640,41,14.39
Italy,3/20/1985,ITA,10.59,640,37.56,15.13
Italy,3/20/1985,ITA,10.59,640,37.6,15.14
Italy,3/20/1985,ITA,10.59,640,37.6,15.11
Italy,3/20/1985,ITA,10.59,640,37.62,15.17
Italy,3/20/1985,ITA,10.59,640,40.89,16.84
Italy,3/20/1985,ITA,10.59,640,44.68,8.46
Italy,3/20/1985,ITA,10.59,640,39.49,16.38
Italy,3/20/1985,ITA,10.59,640,41,16.86
Italy,3/20/1985,ITA,10.59,640,37.67,14.83
Italy,3/20/1985,ITA,10.59,640,45.06,12.05
Italy,3/20/1985,ITA,10.59,640,40.93,14.3
Italy,3/20/1985,ITA,10.59,640,43.9,11
Italy,3/20/1985,ITA,10.59,640,45.57,9.34
Italy,3/20/1985,ITA,10.59,640,37.31,13.58
Italy,3/20/1985,ITA,10.59,640,40.36,14.98
Italy,3/20/1985,ITA,10.59,640,44.02,8.17
Italy,3/20/1985,ITA,10.59,640,41.73,13.34
Italy,3/20/1985,ITA,10.59,640,44.71,8.03
Italy,3/20/1985,ITA,10.59,640,42.82,13.93
Italy,3/20/1985,ITA,10.59,640,41.72,12.66
Italy,3/20/1985,ITA,10.59,640,44.05,8.21
Italy,3/20/1985,ITA,10.59,640,45.35,11.86
Italy,3/20/1985,ITA,10.59,640,45.77,9.78
Italy,3/20/1985,ITA,10.59,640,37.98,12.96
Italy,3/20/1985,ITA,10.59,640,44.92,8.61
Italy,3/20/1985,ITA,10.59,640,44.51,12.04
Italy,3/20/1985,ITA,10.59,640,40.57,8.31
Italy,3/20/1985,ITA,10.59,640,45.11,7.51
Italy,3/20/1985,ITA,10.59,640,40.84,16.55
